date,nav,cash,invested,daily_pnl,daily_return,index_return,positions,is_rebalance,trades,port_cumulative,max_dd_sofar
2026-03-17,4807.100388631968,2355.1003886319677,2452.0,-24.61135069059494,-0.509371254296842,-0.7303771610291054,"{'电力': 1226, '风电设备': 817, '元件': 409}",True,"[{'date': '2026-03-17', 'action': 'sell', 'sector': '电力', 'etf': '159611', 'amount': 3108}, {'date': '2026-03-17', 'action': 'buy', 'sector': '电力', 'etf': '159611', 'amount': 1226}, {'date': '2026-03-17', 'action': 'buy', 'sector': '风电设备', 'etf': '516160', 'amount': 817}, {'date': '2026-03-17', 'action': 'buy', 'sector': '元件', 'etf': '159997', 'amount': 409}]",0.9614200777263935,-5.424052737752235
2026-03-18,4828.789211548147,2355.1003886319677,2473.6888229161796,21.688822916179237,0.4511830659386762,0.4505288371448035,"{'电力': 1240, '风电设备': 811, '元件': 423}",False,[],0.9657578423096295,-5.424052737752235
2026-03-19,4809.850443375033,2355.1003886319677,2454.750054743065,-18.93876817311458,-0.39220531987235185,-1.6117571697337185,"{'电力': 1245, '风电设备': 800, '元件': 410}",False,[],0.9619700886750067,-5.424052737752235
2026-03-20,4795.802752515351,2355.1003886319677,2440.7023638833834,-14.047690859681087,-0.2920608660302748,-0.3541809078315805,"{'电力': 1249, '风电设备': 789, '元件': 402}",False,[],0.9591605505030703,-5.6463249083272355
2026-03-23,4716.548183398577,2355.1003886319677,2361.447794766609,-79.25456911677443,-1.6525819181200885,-3.2629825413431623,"{'电力': 1226, '风电设备': 760, '元件': 375}",False,[],0.9433096366797153,-7.205596681974004
2026-03-24,4816.042494750811,3130.042494750811,1686.0,99.49431135223381,2.1094730189004762,1.2839528863419103,{'电力': 1686},True,"[{'date': '2026-03-24', 'action': 'sell', 'sector': '电力', 'etf': '159611', 'amount': 1292}, {'date': '2026-03-24', 'action': 'sell', 'sector': '风电设备', 'etf': '516160', 'amount': 780}, {'date': '2026-03-24', 'action': 'sell', 'sector': '元件', 'etf': '159997', 'amount': 389}, {'date': '2026-03-24', 'action': 'buy', 'sector': '电力', 'etf': '159611', 'amount': 1686}]",0.9632084989501621,-7.205596681974004
2026-03-25,4878.855437527593,3130.042494750811,1748.8129427767817,62.812942776781654,1.304243948122208,1.4021876666304722,{'电力': 1749},False,[],0.9757710875055186,-7.205596681974004
2026-03-26,4872.796513417034,3130.042494750811,1742.7540186662222,-6.058924110559572,-0.12418740805383299,-1.320825324090602,{'电力': 1743},False,[],0.9745593026834067,-7.205596681974004
2026-03-27,4859.349747740629,3130.042494750811,1729.307252989818,-13.446765676404247,-0.2759558220701286,0.5591470662199338,{'电力': 1729},False,[],0.9718699495481258,-7.205596681974004
2026-03-30,4776.7371471195,3130.042494750811,1646.6946523686888,-82.61260062112899,-1.700075213963348,-0.2358652947094586,{'电力': 1647},False,[],0.9553474294239,-7.205596681974004
2026-03-31,4733.437470626006,2982.437470626006,1751.0,-43.29967649349337,-0.9064697336257033,-0.9328020124890091,{'能源金属': 1751},True,"[{'date': '2026-03-31', 'action': 'sell', 'sector': '电力', 'etf': '159611', 'amount': 1603}, {'date': '2026-03-31', 'action': 'buy', 'sector': '能源金属', 'etf': '512400', 'amount': 1751}]",0.9466874941252011,-7.205596681974004
2026-04-01,4729.131227032995,2982.437470626006,1746.6937564069892,-4.306243593010737,-0.09097497579155789,1.7082508529681295,{'能源金属': 1747},False,[],0.9458262454065991,-7.205596681974004
2026-04-02,4742.145556369104,2982.437470626006,1759.7080857430985,13.014329336109231,0.27519492928669287,-1.0418095887665846,{'能源金属': 1760},False,[],0.9484291112738209,-7.205596681974004
2026-04-03,4710.572029320886,2982.437470626006,1728.1345586948798,-31.573527048218647,-0.6658067887817642,-0.8512108069054225,{'能源金属': 1728},False,[],0.9421144058641772,-7.323172847892938
2026-04-07,4719.910072045609,2982.437470626006,1737.4726014196028,9.338042724723044,0.19823585472418248,-0.0038957041192388964,{'能源金属': 1737},False,[],0.9439820144091218,-7.323172847892938
